Matchday#, Team_Against, Home_Away, Match_Result, Word, TF-IDF
26, サンフレッチェ広島, Home, Win, ハード, 0.018
26, サンフレッチェ広島, Home, Win, ワーク, 0.018
26, サンフレッチェ広島, Home, Win, 予測, 0.017
26, サンフレッチェ広島, Home, Win, スピード, 0.015
26, サンフレッチェ広島, Home, Win, 一番, 0.015
27, ベガルタ仙台, Away, Draw, 争い, 0.048
27, ベガルタ仙台, Away, Draw, 終わら, 0.035
27, ベガルタ仙台, Away, Draw, 身体, 0.035
27, ベガルタ仙台, Away, Draw, 僅か, 0.035
27, ベガルタ仙台, Away, Draw, 天皇, 0.035
27, ベガルタ仙台, Away, Draw, す, 0.035
27, ベガルタ仙台, Away, Draw, 杯, 0.035
27, ベガルタ仙台, Away, Draw, 優勝, 0.034
27, ベガルタ仙台, Away, Draw, 水曜日, 0.028
27, ベガルタ仙台, Away, Draw, 仕方, 0.028
28, ジュビロ磐田, Away, Win, 勝, 0.026
28, ジュビロ磐田, Away, Win, センター, 0.025
28, ジュビロ磐田, Away, Win, 誕生, 0.024
28, ジュビロ磐田, Away, Win, 取ろ, 0.024
28, ジュビロ磐田, Away, Win, 組ん, 0.019
28, ジュビロ磐田, Away, Win, コントロール, 0.017
28, ジュビロ磐田, Away, Win, 多い, 0.017
28, ジュビロ磐田, Away, Win, 終盤, 0.017
28, ジュビロ磐田, Away, Win, 仲川, 0.015
28, ジュビロ磐田, Away, Win, アウェイ, 0.015
29, 湘南ベルマーレ, Home, Win, コーナー, 0.04
29, 湘南ベルマーレ, Home, Win, 時期, 0.032
29, 湘南ベルマーレ, Home, Win, ショート, 0.032
29, 湘南ベルマーレ, Home, Win, スケジュール, 0.027
29, 湘南ベルマーレ, Home, Win, 週間, 0.02
29, 湘南ベルマーレ, Home, Win, パフォーマンス, 0.017
29, 湘南ベルマーレ, Home, Win, 余儀なく, 0.013
29, 湘南ベルマーレ, Home, Win, 落ち, 0.013
29, 湘南ベルマーレ, Home, Win, コーナーキック, 0.013
29, 湘南ベルマーレ, Home, Win, アーサー, 0.013
30, サガン鳥栖, Away, Win, 遠藤, 0.045
30, サガン鳥栖, Away, Win, 狙える, 0.037
30, サガン鳥栖, Away, Win, 巡っ, 0.037
30, サガン鳥栖, Away, Win, 聞か, 0.037
30, サガン鳥栖, Away, Win, 想定, 0.037
30, サガン鳥栖, Away, Win, 久しぶり, 0.037
30, サガン鳥栖, Away, Win, 追いつか, 0.03
30, サガン鳥栖, Away, Win, 進め, 0.03
30, サガン鳥栖, Away, Win, 激しい, 0.03
30, サガン鳥栖, Away, Win, 順位, 0.03
31, 北海道コンサドーレ札幌, Home, Win, ん, 0.023
31, 北海道コンサドーレ札幌, Home, Win, 信じる, 0.019
31, 北海道コンサドーレ札幌, Home, Win, アグレッシブ, 0.016
31, 北海道コンサドーレ札幌, Home, Win, 誘える, 0.016
31, 北海道コンサドーレ札幌, Home, Win, －, 0.015
31, 北海道コンサドーレ札幌, Home, Win, いく, 0.014
31, 北海道コンサドーレ札幌, Home, Win, 日々, 0.014
31, 北海道コンサドーレ札幌, Home, Win, 継続, 0.013
31, 北海道コンサドーレ札幌, Home, Win, 心掛け, 0.013
31, 北海道コンサドーレ札幌, Home, Win, 求め, 0.013
32, 松本山雅FC, Away, Win, プレッシャー, 0.035
32, 松本山雅FC, Away, Win, 毎週, 0.028
32, 松本山雅FC, Away, Win, 争い, 0.024
32, 松本山雅FC, Away, Win, 準備, 0.022
32, 松本山雅FC, Away, Win, 素晴らしい, 0.019
32, 松本山雅FC, Away, Win, コメント, 0.018
32, 松本山雅FC, Away, Win, 同士, 0.018
32, 松本山雅FC, Away, Win, お願い, 0.018
32, 松本山雅FC, Away, Win, 素晴らしかっ, 0.018
32, 松本山雅FC, Away, Win, 来週, 0.018
33, 川崎フロンターレ, Away, Win, 守備, 0.034
33, 川崎フロンターレ, Away, Win, 決まり, 0.031
33, 川崎フロンターレ, Away, Win, 残せ, 0.021
33, 川崎フロンターレ, Away, Win, エンターテイメント, 0.015
33, 川崎フロンターレ, Away, Win, 次節, 0.015
33, 川崎フロンターレ, Away, Win, ラスト, 0.015
33, 川崎フロンターレ, Away, Win, 半, 0.015
33, 川崎フロンターレ, Away, Win, バック, 0.015
33, 川崎フロンターレ, Away, Win, グラッ, 0.015
33, 川崎フロンターレ, Away, Win, むかえ, 0.015
34, FC東京, Home, Win, 信じ, 0.02
34, FC東京, Home, Win, 位, 0.018
34, FC東京, Home, Win, しよ, 0.018
34, FC東京, Home, Win, 優勝, 0.018
34, FC東京, Home, Win, 退場, 0.015
34, FC東京, Home, Win, 思う, 0.014
34, FC東京, Home, Win, メソッド, 0.012
34, FC東京, Home, Win, 成し遂げ, 0.012
34, FC東京, Home, Win, 不思議, 0.012
34, FC東京, Home, Win, アプローチ, 0.012
